날짜,댓글,조회수,좋아요,싫어요
2020-12-22 07:16,오늘폭락 내일폭등,622,0,6
2021-04-02 14:16,월요일 코피  프로,174,2,1
2021-12-21 08:32,사면되어야 주가 진정  ,297,4,11
2021-05-23 23:00,계약체결 완료,672,8,4
2021-04-21 10:20,오를땐,185,4,0
2021-04-15 12:00,기다릴줄 모르니,287,3,0
2021-01-20 14:34,답글 Re  개월 있으면 이재용 가석방,263,10,2
2021-08-03 11:47, 금융당국은 이 현상에대해 규명해달라     ,294,1,2
2021-03-16 10:24,패턴,111,0,0
2020-10-26 11:00,오늘 일단 상가면,437,0,0
2020-06-17 01:43,이젠,484,0,3
2021-06-30 19:18,윤 열,434,6,17
2022-04-29 22:27, 국민에게 국회크레딧은 허수보다못해   ,241,6,1
2021-02-23 14:43,  만원 진입하면 바로 매수 들어갈라고    ,536,6,9
2021-02-06 14:41,요즘 일감 많이 부족하시죠  외주형태로    ,201,0,0
2020-10-28 14:30,팍팍 내려라,363,0,2
2022-04-19 16:44,너무 녹상해 마시라,285,4,2
2020-06-04 12:14,무슨  이런일이    ,299,1,0
2021-03-26 13:15,   원이라도 올라라   ,152,2,0
2020-09-15 09:29,봤냐  애널매수리포터 나오고 던지는거     ,226,2,0
2020-10-14 09:21,개미물산    ,167,1,0
2021-06-24 21:09,쌍용차 인수해서,398,7,2
2021-08-19 16:35,gae  ja  슥들,342,8,0
2022-03-08 14:02, 미국주식 각별히유념해야 나스닥  배오른   ,254,0,1
2020-12-23 16:28,냉큼 배당 공시를 내놔라,828,6,1
2021-01-31 20:34,    mbc 나온다,531,7,1
2021-01-18 21:37,백조물산   상속 지배구조이슈 ,604,6,3
2022-05-30 12:19,이러다 또 빠지는거 아녀 ,235,7,1
2020-10-27 09:27,삼성생명이 알짜지,162,0,1
2021-03-10 15:37,진짜루 ,110,0,0
2020-10-19 17:34,개미물산    ,196,0,0
2021-12-06 15:24,이재용 출국한단다,440,3,2
2021-01-15 09:06,오늘이 마직막 날   재용형 월요일 판결,613,5,2
2020-08-13 08:55,전 고점 돌파도 힘들 듯,269,1,1
2022-01-11 10:09,병이 또 도지시는듯  ,198,5,0
2022-05-26 12:35,답글 여기 매출은 사상최대,499,18,0
2020-10-28 09:56,개미털기 다했으면,192,0,0
2021-12-12 05:18,배당     원 반드시 내놔라,690,15,3
2020-09-09 11:38,개미물산 하한가 가나요   ,332,2,0
2020-12-09 12:36,온통 빨간색인데,201,3,0
2021-06-14 11:03,잘가 멀리안나간다,301,1,0
2020-08-04 11:49,말이 안되는 주가에도,256,16,0
2020-06-09 10:36,글삭제는 LTE   사기꾼 이재용의 합병   ,178,6,2
2021-03-17 14:04, 나는 공매도와 인문학비즈니스모둘의 속성   ,118,0,0
2020-09-09 12:31,탈출하고싶다  ,205,2,1
2021-08-13 19:16,형  실망이야,459,10,7
2022-01-20 22:02, 체육관에서해                  ,228,0,2
2021-01-19 18:40,이재용님 사면  청와대 청원에 참여,545,23,14
2021-10-29 10:39,진짜 해도해도 너무하네  쓰레기 이재용    ,198,5,0
2022-02-16 10:13,배당금 입금,807,2,3
2021-01-29 07:14,박근혜는     년에,436,3,2
2020-07-09 12:31,이재용 삼성  ,372,12,0
2020-07-22 18:57,대박이 다가오고 있다,2808,41,10
2021-01-21 10:30,삼물 배당  만원 예상해봅니다 ,512,10,2
2021-09-15 10:48,삼엔 폭등 ,186,1,0
2020-10-27 13:52,하루종일,312,2,0
2022-05-30 13:41,미쳤구나 호구물산   재용물산,312,3,2
2021-02-22 09:57,이넘은무슨세계헤비급참피온인가 ,248,0,0
2021-03-28 18:29,      원 기다리겠습니다  ,299,1,9
2020-07-30 00:09,왠일  ,448,6,5
2022-03-25 13:01,물적분할  횡령에 이어 이젠 블록딜 잔치   ,535,14,22
2020-08-28 01:25,삼단계 들어가면,346,1,3
2021-03-25 13:39,내가 캣제,409,0,14
2022-06-27 18:07,만원 빼고  천원 올려주니 히히낙낙,339,0,6
2022-05-11 15:29,사면됨,306,9,2
2020-11-05 13:21,위에 뻥카 조금 쌓고 쫀다고,220,3,1
2021-01-24 05:17,텍사스 반도체 공장 증설,1489,13,4
2020-10-26 09:11,하루이틀 장사하나  ,342,0,1
2021-11-17 23:49,허구 ,211,5,1
2020-08-03 19:07,오늘 연기금   만주 매도,665,9,2
2021-08-26 15:19,또 시작했네,350,4,1
2020-06-22 10:40,주가가 오르려면 ,639,6,3
2020-10-26 07:39,답글  삭제된 게시물의 답글 지나가던 스님입니   ,129,0,0
2021-10-29 14:33,삼바가   조인데 시총이 이게 말이되나,196,3,2
2020-11-10 20:39,삼성 중대발표 임박,1284,6,6
2022-03-28 20:42,이재용의 저주,225,9,3
